antibody_id,ADI_abref458_27m,pI,GRAVY,instability_index,net_charge_pH7,charge_patch_max7,Fv_charge_asymmetry,hydro_patch_max9,SAP_score,agg_motifs,hydro_cluster_count,glycosylation_sites,deamidation_sites,isomerization_sites,oxidation_sites,free_cys,total_cdr_length,psh,ppc,pnc,sfvcsp,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total
Raludotatug,79.25,7.84,-0.328,38.9,0.89,3.0,2.826,0.556,0.714,3.0,3.0,0.0,0.0,1.0,10.0,4.0,66.0,302.44,2.0,3.0,-6.0,80.42604096814229,79.0,4.572900707936149,0.8104832768440247,478.78450486455785
Ralzapastotug,62.65,8.93,-0.289,28.0,4.89,2.0,1.09,0.556,0.714,5.0,4.0,0.0,0.0,0.0,9.0,4.0,66.0,284.83,2.0,2.0,12.3,82.2482956609433,77.0,4.63199262212921,1.7498414516448975,527.2456881942308
Ranibizumab,70.73,6.34,-0.325,37.1,-0.94,3.0,0.836,0.556,0.714,1.0,1.0,0.0,1.0,0.0,9.0,4.0,68.0,228.24,3.0,2.0,1.21,85.67686270448856,71.0,4.655189291538934,1.3992242813110352,526.869122499805
Ravagalimab,72.45,8.32,-0.347,30.1,1.81,2.0,2.073,0.556,0.714,5.0,5.0,0.0,2.0,1.0,9.0,4.0,67.0,452.92,3.0,2.0,0.0,77.90222438472179,62.0,4.660840366448566,2.1148815155029297,486.3472582415506
Ravulizumab,66.72,5.71,-0.294,33.7,-2.09,3.0,0.182,0.556,0.571,1.0,1.0,0.0,0.0,1.0,10.0,4.0,67.0,1021.73,3.0,2.0,-0.0,81.57511157322364,72.0,4.637325091473988,1.845511555671692,664.9327681509443
Recaticimab,60.53,8.77,-0.514,42.4,3.9,4.0,5.822,0.556,0.714,4.0,3.0,0.0,1.0,0.0,12.0,4.0,71.0,578.36,5.1,5.0,5.0,73.11727072730625,80.0,4.485642022099148,0.478946715593338,499.9357394807705
Recibokibart,68.69,9.25,-0.456,37.3,6.99,3.0,3.081,0.556,0.571,3.0,3.0,0.0,1.0,0.0,10.0,4.0,65.0,442.53,3.0,1.0,15.3,81.99298305007112,80.0,4.586360616981983,1.6401876211166382,572.7915782611274
Refanezumab,60.0,5.7,-0.309,23.0,-2.1,3.0,2.176,0.556,0.714,6.0,6.0,0.0,0.0,1.0,10.0,4.0,76.0,313.04,1.0,3.0,-2.2,66.01585237389779,74.0,4.7300359892084245,2.224137306213379,534.6216359270566
Reflocibart,63.47,9.39,-0.449,37.2,8.98,4.0,5.088,0.667,0.714,2.0,2.0,0.0,1.0,0.0,10.0,4.0,65.0,219.63,6.0,1.0,15.5,83.4661533946737,70.0,4.64147949034643,1.1863700151443481,603.280741509201
Remzistotug,72.79,8.63,-0.225,46.2,2.82,3.0,1.095,0.667,0.714,3.0,3.0,0.0,0.0,0.0,8.0,4.0,67.0,719.27,1.1,2.0,3.0,79.40001383929089,85.0,4.508129917596176,0.5044363737106323,585.3590549779
Reslizumab,70.23,6.56,-0.261,33.1,-0.2,3.0,1.917,0.667,0.714,3.0,3.0,0.0,5.0,0.0,7.0,4.0,61.0,265.19,3.0,2.0,0.0,85.78725148406437,77.0,4.72637042981907,2.239466905593872,524.2218529052731
Resugosbart,66.45,4.91,-0.453,42.5,-4.19,3.0,3.916,0.556,0.571,3.0,3.0,0.0,0.0,1.0,8.0,4.0,62.0,468.42,4.0,5.0,-4.0,87.18692715509687,69.0,4.64320207233385,1.446021556854248,496.64936652974006
Retifanlimab,73.94,5.96,-0.335,43.1,-1.99,3.0,2.007,0.556,0.714,3.0,3.0,0.0,0.0,1.0,10.0,4.0,68.0,424.6,4.0,3.0,1.62,80.7975607344574,73.0,4.704422537009129,2.2019410133361816,523.012571426099
Revdofilimab,53.92,5.07,-0.337,45.7,-4.1,3.0,7.981,0.778,0.714,5.0,5.0,0.0,4.0,4.0,8.0,4.0,69.0,563.81,3.0,3.0,-24.0,80.47823005440397,61.0,4.6630167170992465,2.03916597366333,483.5359490776144
Riliprubart,54.22,4.78,-0.402,39.9,-8.08,3.0,8.164,0.556,0.571,4.0,4.0,0.0,0.0,4.0,6.0,4.0,68.0,328.13,2.2,5.0,-0.0,77.82673730501645,69.0,4.747861678148407,1.7100220918655396,515.6168604574885
Rilogrotug,79.6,7.78,-0.385,32.2,0.9,3.0,0.83,0.556,0.571,4.0,3.0,0.0,1.0,1.0,10.0,4.0,65.0,559.46,4.0,3.0,1.1,82.95580025080848,75.0,4.680749572823174,1.7098259925842285,534.2575934063461
Risankizumab,67.2,8.77,-0.359,36.5,3.99,3.0,2.085,0.778,1.0,8.0,3.0,0.0,0.0,1.0,9.0,4.0,65.0,381.8,2.0,2.0,4.1,78.6729107656165,75.0,4.671120290466435,1.9270845651626587,522.797458723126
Rivabazumab,70.93,5.73,-0.352,44.8,-2.01,3.0,0.079,0.667,0.857,6.0,3.0,0.0,2.0,3.0,10.0,4.0,69.0,441.21,3.0,2.0,-0.0,81.04566454725637,75.0,4.643522842975087,1.5110715627670288,501.93042697732346
Roconkibart,74.62,7.8,-0.319,37.7,1.08,3.0,3.172,0.556,0.714,2.0,2.0,0.0,2.0,0.0,10.0,4.0,67.0,367.4,4.0,1.0,-3.78,77.48024477546419,69.0,4.750641429299459,2.4664716720581055,579.3829786785659
Rolinsatamab,77.72,8.3,-0.415,37.1,1.89,3.0,1.83,0.556,0.714,4.0,3.0,0.0,1.0,2.0,10.0,4.0,65.0,402.19,4.0,3.0,0.0,83.99589583535698,69.0,4.683163669714974,2.336993932723999,539.674450505378
Rolistobart,72.48,6.85,-0.382,45.5,-0.1,3.0,3.984,0.556,0.714,3.0,3.0,0.0,2.0,3.0,9.0,4.0,71.0,542.19,3.0,4.0,-2.0,78.5146623328235,89.0,4.523249092706247,0.423459529876709,481.56806329338735
Romosozumab,55.68,5.45,-0.463,37.2,-2.11,4.0,3.83,0.444,0.571,1.0,1.0,0.0,1.0,0.0,10.0,4.0,68.0,287.18,4.0,4.0,0.0,85.22840350726543,79.0,4.6351543165478315,1.4486476182937622,486.48207969027936
Rontalizumab,77.97,7.87,-0.335,37.7,1.07,3.0,3.006,0.556,0.714,2.0,2.0,0.0,1.0,0.0,9.0,4.0,66.0,362.24,3.0,2.0,-2.0,79.1364403935391,79.0,4.630621800573362,1.0906627178192139,503.75233211391674
Rosmantuzumab,61.98,5.45,-0.488,37.0,-2.18,3.0,6.08,0.667,0.714,1.0,1.0,0.0,1.0,3.0,8.0,4.0,66.0,202.08,4.0,3.0,-2.2,79.7876161056992,62.0,4.701860243141907,1.8644402027130127,543.1150625657302
Rosnilimab,69.81,7.79,-0.303,49.2,1.08,3.0,1.257,0.667,0.714,4.0,4.0,1.0,0.0,0.0,8.0,4.0,67.0,374.37,2.0,2.0,2.1,82.43560322228174,70.0,4.680873288048638,2.267181396484375,532.411611889054
Rosopatamab,57.68,5.39,-0.486,31.5,-3.02,3.0,0.918,0.556,0.714,1.0,1.0,0.0,2.0,0.0,8.0,4.0,60.0,110.06,1.1,2.0,-2.2,84.68680816737044,75.0,4.607198620634782,0.5544768571853638,523.8771193984098
Rovalpituzumab,66.67,5.53,-0.412,42.3,-1.27,3.0,1.074,0.556,0.714,4.0,4.0,0.0,0.0,1.0,11.0,4.0,63.0,196.3,4.0,3.0,-1.0,84.62269058185079,65.0,4.62743042394811,1.594145655632019,487.5677578244917
Rovelizumab,67.7,5.93,-0.472,35.8,-1.17,3.0,6.907,0.667,0.714,3.0,3.0,0.0,0.0,0.0,10.0,4.0,69.0,422.54,4.0,5.0,-6.0,75.95138045100161,68.0,4.645081339046402,1.6839815378189087,517.308837175911
Rozanolixizumab,66.81,8.62,-0.165,40.0,2.98,3.0,3.094,0.556,0.714,4.0,3.0,0.0,1.0,4.0,7.0,4.0,67.0,1133.02,2.2,3.0,0.0,81.769132783682,68.0,4.533073956238296,0.9847811460494995,495.2063335401789
Rulonilimab,57.96,6.2,-0.362,48.8,-1.01,4.0,6.991,0.556,0.714,5.0,5.0,0.0,0.0,1.0,11.0,4.0,67.0,458.81,3.0,3.0,-11.89,82.87667374445458,66.0,4.70434062668102,2.487030029296875,526.4550016831998
Ruplizumab,70.6,6.18,-0.41,46.9,-1.09,3.0,1.175,0.556,0.571,2.0,2.0,0.0,1.0,2.0,9.0,4.0,67.0,356.92,3.0,4.0,0.0,79.28908146855868,80.0,4.654846510453658,2.0606284141540527,587.2021632469113
Ruxoprubart,68.26,8.74,-0.473,34.0,3.89,3.0,3.996,0.556,0.571,3.0,3.0,0.0,0.0,0.0,10.0,4.0,66.0,477.1,3.2,2.0,0.0,85.3867287845865,76.0,4.663030394168445,1.2447856664657593,605.5893840675906
Sabatolimab,75.19,8.59,-0.39,38.1,2.82,3.0,1.046,0.667,0.714,1.0,1.0,0.0,1.0,0.0,9.0,4.0,67.0,558.34,3.0,3.0,4.0,77.4347518854895,58.0,4.708992593828737,2.594717502593994,579.3112443373121
Sabirnetug,69.09,8.65,-0.203,40.1,2.98,3.0,1.071,0.556,0.714,3.0,3.0,0.0,3.0,0.0,7.0,4.0,67.0,636.73,2.0,2.0,12.71,80.06503291921642,65.0,4.60971235309591,2.2208950519561768,468.01959285460475
Sacituzumab,65.96,8.56,-0.236,25.5,2.8,3.0,0.91,0.667,0.857,6.0,4.0,0.0,0.0,0.0,8.0,4.0,66.0,586.8,2.0,2.0,4.0,80.8882955620402,68.0,4.684568792617947,2.3970377445220947,572.7170989532924
Samalizumab,72.91,8.54,-0.444,45.0,2.81,3.0,3.084,0.667,0.714,5.0,3.0,0.0,1.0,1.0,6.0,4.0,62.0,273.93,3.0,3.0,2.0,84.67029029800229,69.0,4.667677234127143,1.6536699533462524,493.5388259015371
Samrotamab,66.6,7.84,-0.438,29.8,0.9,2.0,0.993,0.556,0.714,2.0,2.0,0.0,0.0,0.0,9.0,4.0,65.0,225.88,4.0,3.0,2.2,83.05726624256302,85.0,4.544564787573463,1.5600613355636597,534.0145558716736
Sasanlimab,66.93,8.28,-0.42,30.4,1.82,3.0,5.909,0.556,0.571,4.0,4.0,0.0,0.0,2.0,11.0,4.0,68.0,211.18,3.0,1.0,0.0,74.69022011634448,79.0,4.666053158301552,1.0364348888397217,554.906399654455
Satralizumab,63.46,5.17,-0.315,34.5,-6.81,3.0,3.085,0.556,0.714,1.0,1.0,0.0,2.0,1.0,8.0,4.0,64.0,467.63,1.3,1.0,1.96,84.57976337344833,75.0,4.696048508840378,1.3782647848129272,508.8014239049439
Semorinemab,74.4,7.86,-0.249,34.5,0.89,3.0,0.984,0.556,0.714,3.0,3.0,0.0,5.0,1.0,8.0,4.0,67.0,556.7,3.0,1.0,8.2,81.65566301346809,64.0,4.696939562421396,2.3785958290100098,584.7939060214641
Semzuvolimab,72.1,6.15,-0.361,31.2,-1.1,3.0,4.996,0.667,0.714,3.0,3.0,1.0,1.0,2.0,7.0,4.0,67.0,406.63,3.0,3.0,-2.9,79.26961736359794,70.0,4.744678782426285,2.6460132598876953,576.6713496315344
Seniprutug,77.07,7.78,-0.379,35.6,0.91,3.0,0.993,0.556,0.714,4.0,3.0,0.0,0.0,1.0,8.0,4.0,67.0,290.59,4.1,5.0,-3.0,82.29922100056638,68.0,4.676899607860259,1.3554611206054688,498.3780579943075
Serclutamab,72.43,8.63,-0.387,37.2,2.97,3.0,6.896,0.556,0.714,2.0,2.0,0.0,3.0,1.0,9.0,4.0,61.0,389.6,2.0,2.0,0.6,87.47887022375001,61.0,4.7274321954053145,1.6923482418060303,474.6622287212326
Serplulimab,79.92,8.81,-0.238,38.2,3.89,3.0,0.175,0.667,0.714,3.0,2.0,0.0,2.0,1.0,9.0,4.0,61.0,504.06,3.0,2.0,9.6,87.42323041399999,67.0,4.680195709814328,2.3625640869140625,468.33171270273283
Sibeprenlimab,76.82,8.98,-0.342,40.1,4.99,3.0,1.002,0.556,0.714,3.0,3.0,0.0,0.0,1.0,9.0,4.0,69.0,372.1,3.1,2.0,6.0,78.31162885870326,71.0,4.691153650482495,2.6401679515838623,539.2118378971676
Sigvotatug,59.35,8.77,-0.413,27.7,3.73,3.0,5.995,0.556,0.714,1.0,1.0,0.0,0.0,1.0,7.0,4.0,61.0,453.84,4.0,3.0,0.0,82.58816875822339,66.0,4.662680857148889,2.1748387813568115,682.4925471355425
Simtuzumab,75.65,8.59,-0.28,30.8,2.9,3.0,0.828,0.556,0.714,3.0,3.0,0.0,1.0,0.0,10.0,4.0,66.0,558.8,4.0,1.0,4.2,76.58328776870508,71.0,4.594030644748751,1.2598110437393188,542.338183354412
Sirexatamab,62.5,6.35,-0.264,48.4,-0.93,3.0,2.73,0.556,0.714,4.0,4.0,0.0,3.0,2.0,7.0,4.0,64.0,477.76,3.0,1.0,0.0,85.55343976583634,61.0,4.75389507476961,2.867361307144165,523.6690962228586
Sofituzumab,79.11,7.85,-0.305,31.0,0.89,3.0,0.986,0.667,0.714,3.0,2.0,0.0,1.0,0.0,10.0,4.0,61.0,231.62,3.0,2.0,2.2,85.6701403982516,67.0,4.722670692140642,2.648179769515991,539.7262187163212
Solanezumab,66.03,8.65,-0.211,41.3,2.98,3.0,1.099,0.556,0.714,4.0,4.0,1.0,3.0,1.0,7.0,4.0,62.0,297.83,3.0,1.0,8.4,79.56795540844166,45.0,4.685800331610221,2.2939236164093018,534.1621740744781
Solnerstotug,62.95,5.0,-0.271,34.7,-4.1,3.0,1.828,0.556,0.571,1.0,1.0,0.0,2.0,1.0,7.0,4.0,68.0,740.47,3.0,4.0,-3.9,83.41696320187225,75.0,4.572619283135562,0.29976892471313477,498.15732314948156
Solrikitug,74.26,7.0,-0.179,37.3,-0.0,3.0,0.008,0.667,0.714,3.0,3.0,0.0,0.0,0.0,10.0,4.0,65.0,2230.67,2.0,1.0,-0.9,84.61544398217619,69.0,4.69507009437842,1.4073952436447144,547.0410650900286
Sonesitatug,70.67,8.58,-0.355,25.6,2.72,2.0,2.991,0.556,0.714,4.0,4.0,0.0,2.0,1.0,8.0,4.0,69.0,204.31,2.0,1.0,4.0,74.6451848797723,81.0,4.709323821167042,1.9733366966247559,517.9526791013284
Sotevtamab,69.18,8.57,-0.45,40.7,2.82,3.0,0.913,0.556,0.714,5.0,5.0,0.0,1.0,1.0,11.0,4.0,67.0,283.62,4.1,2.0,2.0,72.15507897081433,72.0,4.661863120702597,2.12674880027771,504.7579284333952
Sotigalimab,58.02,9.07,-0.121,34.3,6.69,3.0,1.006,0.556,0.714,4.0,4.0,1.0,1.0,2.0,8.0,7.0,66.0,845.59,2.0,1.0,15.0,81.67548482762358,73.0,4.620155041661498,1.8347910642623901,604.1228166220633
Spartalizumab,70.83,6.87,-0.505,40.8,-0.1,3.0,2.088,0.667,0.714,2.0,2.0,0.0,0.0,1.0,10.0,4.0,68.0,164.6,3.0,2.0,-2.0,76.4552043609459,71.0,4.689651371526324,1.9348082542419434,547.79951624244
Spesolimab,73.79,8.84,-0.36,40.4,4.08,3.0,2.175,0.556,0.571,3.0,3.0,0.0,0.0,0.0,10.0,4.0,65.0,296.59,3.0,1.0,4.1,84.29168210568973,62.0,4.705801086599419,2.4802582263946533,482.3129610914923
Stapokibart,69.2,8.85,-0.272,38.5,3.89,3.0,1.994,0.556,0.571,1.0,1.0,0.0,1.0,1.0,7.0,4.0,64.0,624.05,1.1,2.0,8.4,85.49880081195296,71.0,4.7373822477053515,2.583281993865967,461.5697565291277
Sutimlimab,70.97,8.97,-0.231,48.1,5.06,3.0,1.007,0.556,0.714,3.0,3.0,0.0,2.0,1.0,9.0,4.0,65.0,560.66,1.0,1.0,12.4,86.34741355862685,67.0,4.62822977450856,1.5736150741577148,515.9795219864282
Suvemcitug,60.1,6.56,-0.224,37.5,-0.21,3.0,1.933,0.556,0.714,1.0,1.0,0.0,3.0,3.0,10.0,6.0,72.0,1496.16,2.0,3.0,3.0,80.89531352807678,76.0,4.6200291531387725,2.203930377960205,621.4261591793213
Suvizumab,53.52,5.2,-0.495,27.8,-2.27,2.0,1.999,0.556,0.714,1.0,1.0,0.0,2.0,1.0,12.0,4.0,69.0,253.09,2.0,2.0,0.0,72.5524158173223,77.0,4.6784360067592985,1.636204719543457,500.218045614616
Suvonstobart,77.15,8.78,-0.448,38.2,3.9,3.0,1.822,0.667,0.714,3.0,3.0,0.0,1.0,0.0,8.0,4.0,68.0,450.04,2.0,2.0,8.4,75.65394165835527,78.0,4.57946501025221,1.2912133932113647,548.5565078632642
Tacatuzumab,66.03,8.9,-0.383,51.3,4.98,3.0,1.091,0.556,0.571,2.0,2.0,0.0,1.0,0.0,7.0,4.0,62.0,372.49,4.0,3.0,6.3,78.42203055929022,63.0,4.6924488101270825,2.54779052734375,509.8735944997426
Tadocizumab,73.65,8.3,-0.381,26.6,1.82,3.0,0.077,0.556,0.714,2.0,2.0,0.0,0.0,1.0,8.0,4.0,64.0,292.61,4.0,2.0,1.1,82.56674053761259,71.0,4.660000818531688,2.0593881607055664,454.35186101370726
Tafasitamab,79.3,6.98,-0.322,41.8,-0.02,3.0,2.067,0.556,0.571,3.0,3.0,0.0,2.0,1.0,10.0,4.0,71.0,343.32,2.1,1.0,-0.9,77.04936342338956,77.0,4.602703603082581,1.6171514987945557,543.7345937999967
Tagitanlimab,80.43,7.78,-0.369,40.8,0.82,3.0,0.835,0.667,0.714,3.0,3.0,0.0,3.0,1.0,7.0,4.0,65.0,243.18,2.0,4.0,6.0,85.40171368625964,74.0,4.693704331154917,2.560558319091797,476.6311041071455
Talacotuzumab,65.84,8.28,-0.452,29.6,1.89,2.1,8.151,0.667,0.714,4.0,4.0,0.0,2.0,1.0,13.0,4.0,71.0,417.01,2.1,2.0,-3.1,73.16806109142267,81.0,4.606636108993625,1.478188395500183,543.2209656540829
Talizumab,79.23,6.35,-0.397,40.7,-1.0,3.0,0.914,0.667,0.714,3.0,3.0,0.0,0.0,1.0,9.0,4.0,68.0,345.4,4.0,2.0,-0.8,81.92313279161323,81.0,4.549893500588157,1.2939172983169556,462.3187567236396
Tamrintamab,66.71,6.36,-0.35,47.1,-1.0,3.0,1.328,0.556,0.714,5.0,5.0,0.0,1.0,0.0,8.0,4.0,69.0,281.94,3.0,2.0,0.0,80.76127642627158,78.0,4.675080820551662,1.6474205255508423,577.490878581119
Tanezumab,80.28,8.29,-0.328,31.2,1.9,3.0,2.176,0.667,0.714,2.0,2.0,0.0,1.0,1.0,7.0,4.0,66.0,468.66,3.0,1.0,8.4,83.12927334044731,89.0,4.610000785634908,1.5743712186813354,566.2178637013316
Tanruprubart,77.97,7.06,-0.416,40.2,0.09,3.0,3.817,0.556,0.714,3.0,3.0,0.0,1.0,1.0,9.0,4.0,66.0,369.81,1.1,3.0,-5.58,85.64021046035076,60.0,4.718334927178516,2.454272508621216,605.4647623230103
Tarcocimab,70.73,6.34,-0.325,37.1,-0.94,3.0,0.836,0.556,0.714,1.0,1.0,0.0,1.0,0.0,9.0,4.0,68.0,228.24,3.0,2.0,1.21,85.67686270448856,71.0,4.655189291538934,1.3992242813110352,526.869122499805
Tavolimab,58.52,8.74,-0.508,30.0,4.06,3.1,0.171,0.444,0.571,1.0,1.0,0.0,2.0,1.0,7.0,4.0,66.0,322.4,3.1,2.0,8.82,84.45286794338718,82.0,4.640961268142946,1.0933747291564941,581.7734139106886
Tazlestobart,70.99,8.85,-0.31,42.9,3.82,3.0,2.007,0.556,0.714,4.0,4.0,0.0,2.0,2.0,8.0,4.0,64.0,248.54,3.0,1.0,8.0,84.936194206974,63.0,4.654087309066407,2.525326728820801,486.2818018496162
Tecotabart,75.05,7.85,-0.302,39.0,0.89,2.0,0.836,0.556,0.714,4.0,4.0,0.0,3.0,1.0,9.0,4.0,70.0,367.65,3.0,2.0,0.0,76.82613964925305,77.0,4.6296356800482785,2.3249573707580566,412.68333638084346
Telazorlimab,63.77,7.8,-0.325,30.6,0.9,3.0,1.079,0.778,0.857,6.0,6.0,0.0,0.0,1.0,14.0,4.0,62.0,215.81,2.0,3.0,2.0,82.81033507848268,83.0,4.609595829160343,1.8496997356414795,475.2825911685553
Telisotuzumab,70.13,6.92,-0.39,38.9,-0.09,3.0,5.992,0.556,0.714,4.0,4.0,0.0,2.0,2.0,10.0,4.0,67.0,593.59,2.0,4.0,-4.0,76.15320919349429,70.0,4.692224228609899,2.1673436164855957,566.8186932963308
Temelimab,71.4,8.78,-0.302,44.4,3.81,3.0,1.903,0.667,0.714,2.0,2.0,0.0,0.0,0.0,8.0,4.0,60.0,947.36,3.0,3.0,4.0,84.40010004509024,56.0,4.7033105225268335,2.7855536937713623,731.6683158212041
Temtokibart,74.35,6.77,-0.343,36.7,-0.18,4.0,0.212,0.556,0.714,4.0,3.0,0.0,2.0,1.0,6.0,4.0,62.0,555.88,3.0,1.0,1.0,88.02709754379771,64.0,4.536721245301245,0.3569104075431824,872.7449870645789
Teplizumab,53.75,9.03,-0.564,49.9,5.88,3.0,4.164,0.556,0.571,1.0,1.0,0.0,1.0,1.0,10.0,5.0,63.0,160.78,3.0,3.0,12.0,87.291776430792,83.0,4.518916362168109,1.069729208946228,544.5299285591582
Tifcemalimab,68.32,8.28,-0.411,30.7,1.99,3.0,0.26,0.556,0.571,1.0,1.0,0.0,1.0,3.0,7.0,4.0,69.0,296.27,2.1,3.0,4.4,78.57100745934778,72.0,4.687566488981247,2.0046732425689697,549.7393633122335
Tigatuzumab,80.37,8.83,-0.3,38.1,3.89,3.0,2.007,0.667,0.714,4.0,3.0,0.0,1.0,2.0,9.0,4.0,63.0,300.8,3.0,2.0,8.2,84.22723473951645,71.0,4.582785334278955,0.57036292552948,437.6933905624576
Tilavonemab,69.49,6.24,-0.433,44.4,-1.75,3.0,0.186,0.667,0.714,4.0,4.0,0.0,0.0,3.0,9.0,4.0,64.0,256.01,3.1,3.0,0.21,76.74323184409796,61.0,4.66564800006699,1.6787713766098022,489.5650580789349
Tildrakizumab,80.77,8.3,-0.283,36.6,1.9,3.0,0.171,0.667,0.714,3.0,3.0,0.0,0.0,0.0,10.0,4.0,61.0,607.08,2.0,4.0,0.0,83.56731049348382,66.0,4.722495419587662,2.2575759887695312,618.7832590165714
Tilogotamab,62.7,8.8,-0.418,40.4,3.99,3.0,0.098,0.444,0.571,0.0,0.0,0.0,1.0,0.0,9.0,4.0,62.0,255.33,3.0,3.0,3.41,85.4997518540923,76.0,4.649988102721977,1.9918521642684937,674.317158320158
Tilvestamab,72.11,8.98,-0.333,37.5,5.06,3.0,3.182,0.667,0.714,2.0,2.0,0.0,2.0,0.0,7.0,4.0,68.0,472.53,3.0,1.0,5.2,78.7165877760074,73.0,4.685348567439289,2.3600914478302,520.1779830605998
Timigutuzumab,80.62,8.61,-0.334,40.7,2.97,3.0,0.921,0.667,0.714,4.0,3.0,0.0,2.0,2.0,8.0,4.0,65.0,365.35,3.1,2.0,6.2,83.95420399348158,71.0,4.707819249531994,2.683919906616211,495.2073035069108
Tinurilimab,54.66,9.09,-0.244,30.7,5.8,3.0,0.087,0.778,0.857,7.0,6.0,0.0,0.0,0.0,8.0,4.0,63.0,463.7,2.0,1.0,16.0,81.96749462306515,73.0,4.594023491691082,1.4099680185317993,481.8955311306251
Tislelizumab,60.0,6.99,-0.256,27.4,-0.01,2.0,3.906,0.667,0.714,5.0,5.0,0.0,0.0,2.0,6.0,4.0,63.0,323.4,2.1,2.0,-2.7,82.5770529727278,68.0,4.727624716402973,1.1708073616027832,470.34103347606674
Tixentamig,65.03,8.99,-0.262,34.1,4.89,4.0,1.155,0.667,0.714,6.0,5.0,0.0,2.0,2.0,10.0,4.0,73.0,803.73,4.0,2.0,6.0,86.5790463552851,86.0,4.56677131581628,0.844338059425354,426.35661444177157
Tizetatug,65.21,8.56,-0.22,25.5,2.88,3.0,0.986,0.667,0.857,6.0,4.0,0.0,0.0,0.0,8.0,4.0,66.0,573.33,2.0,1.0,4.0,80.87376093908995,68.0,4.682133725056281,2.3838002681732178,567.958722292447
Tocilizumab,62.8,9.16,-0.325,35.1,5.9,3.0,2.002,0.556,0.571,1.0,1.0,0.0,0.0,0.0,8.0,4.0,64.0,437.37,2.0,1.0,15.5,83.59790664839353,75.0,4.7430055162362885,2.4839744567871094,568.3020774255333
Tomaralimab,76.18,5.64,-0.308,30.6,-1.18,3.0,0.928,0.667,0.714,3.0,2.0,0.0,0.0,1.0,9.0,4.0,67.0,869.87,2.0,2.0,-1.0,78.388229271178,73.0,4.712540605941915,1.8273051977157593,511.0635185321826
Toripalimab,72.58,7.06,-0.266,38.4,0.09,3.0,1.995,0.556,0.714,2.0,2.0,0.0,1.0,0.0,8.0,4.0,75.0,624.91,3.0,6.0,0.42,75.84869863869754,72.0,4.697515831827973,2.519134521484375,556.4801228984054
Trastuzumab,80.62,8.61,-0.334,40.7,2.97,3.0,0.921,0.667,0.714,4.0,3.0,0.0,2.0,2.0,8.0,4.0,65.0,365.35,3.1,2.0,6.2,83.95420399348158,71.0,4.707819249531994,2.683919906616211,495.2073035069108
Tregalizumab,63.25,5.94,-0.255,31.3,-1.11,3.0,0.979,0.778,0.714,6.0,5.0,0.0,1.0,2.0,9.0,5.0,73.0,558.67,2.0,2.0,0.0,77.4869600024343,74.0,4.633869326630154,0.8427037596702576,434.3033817057729
Trosunilimab,63.4,5.8,-0.35,47.5,-2.84,3.0,3.078,0.556,0.571,1.0,1.0,0.0,0.0,1.0,8.0,4.0,57.0,570.0,2.2,3.0,0.81,85.76364294994836,56.0,4.639494790992838,2.173799514770508,645.7929617931374
Tucotuzumab,68.97,8.31,-0.327,37.3,1.89,3.0,1.914,0.556,0.714,6.0,6.0,0.0,0.0,0.0,10.0,4.0,60.0,803.12,2.0,2.0,2.0,88.05073501414296,55.0,4.6256155868371325,1.8217896223068237,613.3015437372063
Tulisokibart,70.18,8.33,-0.428,43.3,1.91,3.0,2.096,0.556,0.571,2.0,2.0,0.0,0.0,0.0,8.0,4.0,60.0,334.72,3.2,2.0,0.0,85.79087259739059,73.0,4.5480352329171225,0.28984665870666504,599.7267140270633
Tuparstobart,72.01,5.42,-0.366,38.6,-3.09,3.0,1.078,0.556,0.571,3.0,3.0,0.0,0.0,0.0,8.0,4.0,67.0,259.17,3.0,3.0,-0.0,84.3838790777968,75.0,4.673490869482932,1.6294127702713013,523.7165041649982
Turenkibart,57.18,5.95,-0.46,33.6,-2.75,3.0,2.659,0.556,0.714,5.0,5.0,1.0,0.0,2.0,8.0,4.0,69.0,200.16,3.0,4.0,-0.7,74.74962491159145,75.0,4.695097946390813,2.088073253631592,441.7863189944105
Tusamitamab,66.73,7.06,-0.218,43.4,0.07,3.0,2.012,0.556,0.714,4.0,4.0,0.0,1.0,0.0,7.0,4.0,65.0,792.56,2.0,1.0,0.0,86.7740242178213,69.0,4.702299752979414,1.63472580909729,531.916202362537
Ucenprubart,64.63,5.47,-0.238,43.7,-2.18,3.0,8.005,0.667,0.714,6.0,5.0,0.0,1.0,1.0,9.0,4.0,66.0,1156.71,2.0,2.0,-6.3,80.82985100637352,77.0,4.714029422272807,1.0678092241287231,609.9557096002221
Ulenistamab,61.87,9.18,-0.429,39.4,6.81,3.0,1.088,0.667,0.714,7.0,6.0,0.0,2.0,1.0,12.0,4.0,71.0,450.54,3.0,2.0,6.0,71.03168662980806,77.0,4.579912644406849,1.177262306213379,481.2440224101359
Uliledlimab,71.65,7.84,-0.447,43.7,0.89,3.0,3.091,0.556,0.571,2.0,2.0,0.0,1.0,0.0,9.0,4.0,64.0,344.24,2.0,5.0,6.0,85.54978115857742,78.0,4.565594144407875,0.6430217027664185,518.0283116354667
