antibody_id,origin,pdb_path,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total,structure_errors,canonical_H1,canonical_H2,canonical_H3,canonical_L1,canonical_L2,canonical_L3,sequence_errors,pI,GRAVY,instability_index,net_charge_pH7,hydro_patch_max9,charge_patch_max7,agg_motifs,deamidation_sites,isomerization_sites,cmc_flags,immuno_risk_level,immuno_tcia_score,immuno_n_high,immuno_n_medium,immuno_n_tolerated,immuno_n_clusters
Narlumosbart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Narlumosbart.pdb,82.74816732620882,66,4.660753904643217,1.5871816873550415,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.89,-0.264,41.5,3.8,0.667,3.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.7521,21,1,77,4
Narnatumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Narnatumab.pdb,86.18021049653201,78,4.639770962474035,1.2381093502044678,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.86,-0.386,45.9,3.9,0.667,3.0,0,2,3,hydro_patch_moderate (0.67),HIGH,0.7901,15,0,74,5
Narsoplimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Narsoplimab.pdb,86.654518462521,69,4.593961545284962,1.3864470720291138,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.99,-0.358,34.3,4.8,0.778,3.0,1,1,1,hydro_patch_high (0.78),HIGH,0.4907,12,12,43,5
Navivumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Navivumab.pdb,79.79324521071477,71,4.615728917826025,1.1275371313095093,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.19,-0.378,29.7,5.9,0.667,3.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.5547,25,28,0,5
Necitumumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Necitumumab.pdb,83.51537371197252,60,4.764477358573725,2.2253713607788086,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.2,35.7,0.8,0.556,3.0,0,1,0,,HIGH,0.7811,22,0,69,5
Negalstobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Negalstobart.pdb,81.6630296337612,80,4.649055629654934,1.8122934103012085,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.17,-0.239,33.3,-2.3,0.667,3.0,0,0,0,pI_unusually_low (5.17); hydro_patch_moderate (0.67),HIGH,0.8148,16,0,63,5
Nelistotug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Nelistotug.pdb,79.26491461862173,66,4.633256601247315,0.7822768092155457,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,7.78,-0.209,43.2,0.8,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.5287,5,7,55,5
Nepuvibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Nepuvibart.pdb,85.674970417395,61,4.765784757584333,2.8334529399871826,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.47,-0.26,40.9,-0.3,0.667,3.0,0,1,1,hydro_patch_moderate (0.67),HIGH,0.71,24,5,54,4
Nesvacumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Nesvacumab.pdb,82.43739470811164,68,4.6986980625353905,2.1414597034454346,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,7.88,-0.184,39.9,1.0,0.667,3.0,0,3,0,hydro_patch_moderate (0.67),HIGH,0.7009,13,0,68,5
Nipocalimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Nipocalimab.pdb,87.78052713422011,56,4.6446961121064945,1.9012726545333862,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,7.87,-0.216,37.1,0.9,0.556,4.0,0,2,3,,HIGH,0.6011,22,6,52,4
Nirsevimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Nirsevimab.pdb,78.07942405901973,66,4.673450979084195,2.2383618354797363,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,4.6,-0.17,44.5,-9.1,0.667,3.0,1,0,0,pI_unusually_low (4.60); hydro_patch_moderate (0.67),HIGH,0.6782,19,10,12,4
Nisevokitug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Nisevokitug.pdb,83.19290129778264,64,4.715035376794253,2.7166588306427,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.49,-0.193,32.7,-2.2,0.667,4.0,0,1,1,pI_unusually_low (5.49); hydro_patch_moderate (0.67),HIGH,0.5967,12,9,68,4
Nivisnebart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Nivisnebart.pdb,75.65417173615013,77,4.65711944147495,2.058973550796509,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.28,-0.243,43.2,6.7,0.556,2.0,0,0,0,,HIGH,0.6019,8,6,65,5
Nivolumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Nivolumab.pdb,86.72383435632806,55,4.66501951849097,1.6000593900680542,,,H1-10-1,H2-16-?,H3-4,L1-11-1,L2-7-1,L3-9,,8.65,-0.36,43.4,2.8,0.778,3.0,0,3,2,hydro_patch_high (0.78),HIGH,0.7145,25,2,58,5
Nurulimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Nurulimab.pdb,84.96333792466368,63,4.652495626069489,2.521902561187744,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.64,-0.31,43.2,2.9,0.556,3.0,0,2,2,,HIGH,0.7531,15,0,52,5
Nuvustotug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Nuvustotug.pdb,84.2567412206498,69,4.7677151200321415,2.7190098762512207,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.86,-0.158,47.6,0.8,0.667,3.0,0,3,1,hydro_patch_moderate (0.67),HIGH,0.6914,4,3,93,2
Oberotatug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Oberotatug.pdb,85.27501347193521,60,4.7548654140361934,2.138070583343506,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.63,-0.303,44.2,2.8,0.667,3.0,0,1,2,hydro_patch_moderate (0.67),HIGH,0.7139,13,4,41,4
Odesivimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Odesivimab.pdb,77.75027661834018,65,4.663245415405409,1.4332712888717651,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.85,-0.262,37.4,-0.1,0.556,2.0,1,2,1,,HIGH,0.7626,14,1,71,4
Ofatumumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ofatumumab.pdb,85.08547304347006,72,4.687993135077919,1.7558279037475586,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.35,-0.312,44.1,1.9,0.556,3.0,0,2,1,,HIGH,0.693,12,1,76,4
Ogalvibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ogalvibart.pdb,86.13943205178145,64,4.665964832840577,1.2332744598388672,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.33,-0.286,43.3,1.9,0.778,3.0,0,3,2,hydro_patch_high (0.78),HIGH,0.7414,17,2,66,5
Olaratumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Olaratumab.pdb,77.6450307389206,95,4.359759625321731,0.37708815932273865,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.31,-0.329,53.2,1.7,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.7917,8,0,56,5
Oleclumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Oleclumab.pdb,88.74657169787955,65,4.6177575939703335,2.0153419971466064,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.37,-0.279,36.9,1.9,0.556,4.0,1,2,2,,HIGH,0.7643,22,0,50,5
Olinvacimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Olinvacimab.pdb,86.82179980540268,68,4.533088345698983,0.6829677224159241,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.0,-0.429,30.3,-0.0,0.556,4.0,2,2,0,,HIGH,0.6667,33,8,12,5
Omodenbamab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Omodenbamab.pdb,81.1225069701174,71,4.7047967030190865,1.470993161201477,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.4,-0.206,49.0,1.8,0.667,3.0,0,3,1,hydro_patch_moderate (0.67),HIGH,0.731,31,1,43,4
Omoprubart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Omoprubart.pdb,81.44831655544867,79,4.663348736714943,1.9006452560424805,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.81,-0.253,34.7,1.0,0.556,2.0,0,0,0,,HIGH,0.6803,47,11,8,4
Ompekimig2,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ompekimig2.pdb,83.50980724558964,72,4.576854376809,0.3754863440990448,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.77,-0.382,40.0,4.0,0.667,3.0,3,2,0,hydro_patch_moderate (0.67),HIGH,0.7685,12,0,52,5
Ontamalimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ontamalimab.pdb,78.75138752885226,72,4.659000554277091,1.1490916013717651,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.77,-0.324,30.0,-0.2,0.667,3.0,2,0,1,hydro_patch_moderate (0.67),HIGH,0.6808,15,9,41,3
Onvatilimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Onvatilimab.pdb,83.02890367678783,69,4.710263295663504,1.938568115234375,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.31,-0.289,46.7,1.7,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.6087,5,4,71,5
Opelkibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Opelkibart.pdb,81.02827142609259,81,4.623666160002459,0.5534857511520386,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.33,-0.407,33.3,1.9,0.667,3.0,0,1,1,hydro_patch_moderate (0.67),HIGH,0.5031,6,9,56,4
Opicinumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Opicinumab.pdb,86.5860320860216,72,4.664687088618042,1.35012686252594,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.24,-0.297,42.1,-2.2,0.556,3.0,0,2,1,pI_unusually_low (5.24),HIGH,0.7451,5,1,66,4
Opucolimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Opucolimab.pdb,86.10027774927589,69,4.705734354590401,2.372845411300659,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.86,-0.257,49.9,0.8,0.556,3.0,0,2,1,,HIGH,0.5706,33,6,29,4
Ordesekimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ordesekimab.pdb,80.20407553754501,72,4.597208873358144,1.4334129095077515,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.55,-0.315,35.8,2.9,0.556,3.0,0,0,1,,HIGH,0.6455,15,9,49,4
Ormutivimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ormutivimab.pdb,79.19714074435065,69,4.6969281268536,2.6801223754882812,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.76,-0.322,38.1,-0.2,0.667,4.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.5826,12,19,46,5
Orticumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Orticumab.pdb,89.98666523843974,74,4.655775148026208,1.9593435525894165,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.07,-0.264,41.2,4.9,0.667,4.0,0,4,1,hydro_patch_moderate (0.67),HIGH,0.6784,19,0,61,5
Osocimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Osocimab.pdb,85.51075317843869,64,4.757959788953754,2.653687000274658,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,4.96,-0.311,40.7,-3.2,0.556,3.0,0,2,2,pI_unusually_low (4.96),HIGH,0.7293,13,0,57,5
Otilimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Otilimab.pdb,88.53540608223963,56,4.6974967670440675,1.6398885250091553,,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-5-?,L3-9,,8.81,-0.293,35.4,3.7,0.556,4.0,1,3,1,,HIGH,0.5988,23,13,44,5
Oxelumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Oxelumab.pdb,85.4775014058955,74,4.7281369085579055,2.3010568618774414,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.34,-0.235,46.2,1.8,0.556,2.0,0,4,1,,HIGH,0.6914,15,0,54,5
Pacibekitug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Pacibekitug.pdb,84.65057374419624,74,4.63665249186518,1.422518014907837,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.356,33.5,0.8,0.556,5.0,0,0,0,,HIGH,0.6016,7,10,55,4
Pacmilimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Pacmilimab.pdb,88.8124580010565,67,4.678106791652034,0.9288903474807739,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.64,-0.22,46.3,2.8,0.667,3.0,0,4,1,hydro_patch_moderate (0.67),HIGH,0.8148,4,0,77,1
Palverafusp,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Palverafusp.pdb,87.13257874349071,69,4.686345413196012,1.9547312259674072,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.87,-0.232,40.5,1.1,0.667,3.0,0,1,2,hydro_patch_moderate (0.67),HIGH,0.8025,15,0,41,5
Pamrevlumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Pamrevlumab.pdb,87.04242023084353,81,4.586108222084308,0.5968828797340393,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.29,-0.319,46.3,2.0,0.556,2.0,0,3,1,,HIGH,0.8148,7,0,65,5
Panitumumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Panitumumab.pdb,85.53675660738065,67,4.654590783721727,1.4247204065322876,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.89,-0.25,32.3,-2.0,0.556,3.0,0,0,0,,HIGH,0.7829,29,0,44,5
Panobacumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Panobacumab.pdb,81.3407535204452,68,4.618872220463099,1.6333767175674438,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.66,-0.402,51.4,3.0,0.556,3.0,0,2,4,,HIGH,0.7386,17,0,54,5
Patritumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Patritumab.pdb,74.39312453300892,77,4.644292207555118,1.2638311386108398,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.402,29.1,1.8,0.556,2.0,1,0,1,,HIGH,0.7778,6,1,74,4
Pelgifatamab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Pelgifatamab.pdb,82.06674539157214,69,4.688419922685746,2.026411533355713,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.78,-0.323,42.2,3.8,0.778,3.0,3,3,2,hydro_patch_high (0.78),HIGH,0.7837,18,1,51,4
Pemivibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Pemivibart.pdb,88.83201714948387,90,4.586431108724953,1.6638823747634888,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,4.96,-0.275,35.6,-4.1,0.556,4.0,0,2,4,pI_unusually_low (4.96),HIGH,0.7294,30,9,38,5
Perenostobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Perenostobart.pdb,82.46559800740725,62,4.734866111519929,2.4515256881713867,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.86,-0.207,45.9,3.8,0.667,2.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.5556,4,6,64,5
Pimivalimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Pimivalimab.pdb,84.59705743428378,63,4.738105303005581,2.286694049835205,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.29,-0.356,45.6,1.8,0.556,3.0,0,1,0,,HIGH,0.6435,12,6,48,5
Plutavimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Plutavimab.pdb,88.04234201970125,78,4.652508715241255,1.5965837240219116,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.55,-0.241,43.8,-0.2,0.556,2.0,1,2,1,,HIGH,0.6237,12,13,62,5
Ponsegromab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ponsegromab.pdb,84.57646877375588,67,4.768391407502664,2.8741025924682617,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.72,-0.269,40.0,-2.1,0.556,3.0,0,0,1,,HIGH,0.6473,17,9,42,5
Potravitug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Potravitug.pdb,82.20711420064661,77,4.615628068897581,1.5826990604400635,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.02,-0.274,32.8,4.9,0.556,3.0,1,0,0,,HIGH,0.727,23,6,42,4
Pozelimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Pozelimab.pdb,83.88685083662628,71,4.740460995822072,2.2551612854003906,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.31,-0.281,35.2,1.7,0.667,3.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.6543,22,3,57,4
Precemtabart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Precemtabart.pdb,83.82966758568504,69,4.586324596798027,1.0222887992858887,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.02,-0.185,39.5,4.9,0.667,2.1,0,0,1,hydro_patch_moderate (0.67),HIGH,0.6816,17,8,53,5
Prezalumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Prezalumab.pdb,84.21248970460661,73,4.645076611144411,1.246466040611267,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.85,-0.324,47.6,0.8,0.556,2.0,0,2,3,,HIGH,0.6825,5,3,77,5
Pritumumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Pritumumab.pdb,85.83337665472216,67,4.555430141519065,0.6420740485191345,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.35,-0.219,40.9,1.9,0.556,3.0,0,2,1,,HIGH,0.7175,19,1,41,4
Pulocimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Pulocimab.pdb,86.55254539210141,59,4.673247189893252,1.9606478214263916,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.64,-0.171,38.7,2.8,0.556,3.0,0,2,1,,HIGH,0.6911,19,1,63,4
Puxitatug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Puxitatug.pdb,83.80684373138013,78,4.561866522282641,1.1430022716522217,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.14,-0.378,40.7,5.9,0.556,3.0,0,1,1,,HIGH,0.5679,1,3,41,1
Quisovalimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Quisovalimab.pdb,84.46361239475614,73,4.692184575225996,1.960033893585205,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.32,-0.19,26.6,1.9,0.556,3.0,0,2,0,,HIGH,0.8148,5,0,66,1
Rademikibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Rademikibart.pdb,87.05007756750616,62,4.6668665222962105,2.103994607925415,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.66,-0.277,36.9,2.9,0.667,3.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.8148,8,0,76,5
Radretumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Radretumab.pdb,85.61860493729516,62,4.718191759518419,2.500471353530884,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.66,-0.233,44.4,2.8,0.556,3.0,1,2,1,,HIGH,0.7552,21,3,55,5
Rafivirumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Rafivirumab.pdb,79.19714074435065,69,4.6969281268536,2.6801223754882812,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.76,-0.322,38.1,-0.2,0.667,4.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.5826,12,19,46,5
Ramantamig2,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ramantamig2.pdb,82.9601265857901,82,4.6668231566031055,1.4760102033615112,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.98,-0.289,46.1,-0.0,0.556,3.0,0,2,1,,HIGH,0.781,11,1,88,4
Ramucirumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ramucirumab.pdb,86.4691080483049,61,4.6802456478277845,1.9110223054885864,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.64,-0.168,38.3,2.8,0.556,3.0,0,2,1,,HIGH,0.6911,19,1,63,4
Rapaprutug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Rapaprutug.pdb,89.29762668625474,65,4.616479976170974,1.814806580543518,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,5.15,-0.234,46.0,-2.2,0.556,4.0,0,3,1,pI_unusually_low (5.15),HIGH,0.66,21,2,48,5
Regdanvimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Regdanvimab.pdb,79.73147439250663,84,4.690250580734034,2.3229126930236816,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.268,26.3,1.8,0.778,3.0,0,0,1,hydro_patch_high (0.78),HIGH,0.7222,12,0,70,5
Relatlimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Relatlimab.pdb,83.61005156160606,74,4.504467514247605,0.8200303912162781,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.78,-0.359,30.8,-0.2,0.556,3.0,0,1,0,,HIGH,0.7911,16,1,57,4
Remternetug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Remternetug.pdb,84.33863561332585,70,4.682605995635896,2.3989603519439697,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.33,-0.316,37.8,1.9,0.556,3.0,0,3,1,,HIGH,0.8148,10,0,66,5
Renvistobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Renvistobart.pdb,75.88656620714629,79,4.627650418802585,0.8570011854171753,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.76,-0.232,31.9,0.8,0.556,3.0,0,0,0,,HIGH,0.6173,4,3,83,5
Retavibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Retavibart.pdb,74.41854837017378,74,4.649986856289399,1.4040607213974,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.242,41.7,0.7,0.667,2.0,2,0,1,hydro_patch_moderate (0.67),HIGH,0.6824,26,14,22,5
Rezorstobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Rezorstobart.pdb,85.15935136582092,73,4.667108012635847,1.5709365606307983,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.36,-0.121,47.6,1.9,0.667,3.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.7475,6,2,65,3
Rilotumumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Rilotumumab.pdb,83.11193369705703,70,4.711197628702595,1.8769664764404297,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.61,-0.236,31.6,2.7,0.556,2.0,0,1,1,,HIGH,0.7157,22,1,61,4
Rinatabart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Rinatabart.pdb,82.92271542061837,69,4.701454805459088,2.23645281791687,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.1,-0.24,48.6,5.9,0.667,3.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.6314,11,4,76,4
Rinucumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Rinucumab.pdb,80.0885998905485,79,4.585768084544652,1.5413548946380615,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.85,-0.234,37.8,3.8,0.556,3.0,0,1,1,,HIGH,0.6817,34,12,38,5
